0,1,2,3,4
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.966666666667,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.944444444444
1.0,1.0,0.833333333333,1.0,1.0
0.992307692308,1.0,0.997222222222,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.972222222222,1.0,1.0,1.0
0.993548387097,1.0,1.0,1.0,1.0
0.998113207547,0.972222222222,0.972222222222,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.979166666667,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.995199805068
1.0,1.0,1.0,1.0,0.998866213152
1.0,0.986111111111,1.0,1.0,0.99568627451
1.0,1.0,0.979166666667,1.0,0.985169491525
1.0,1.0,0.985088616224,1.0,1.0
1.0,1.0,1.0,0.99898989899,0.999149659864
1.0,1.0,1.0,0.999136442142,1.0
0.999190938511,1.0,0.989583333333,1.0,1.0
1.0,0.999305555556,1.0,0.993333333333,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.998405103668,1.0
1.0,1.0,0.988967691095,0.988095238095,1.0
1.0,1.0,0.983333333333,1.0,0.999269005848
1.0,0.999272197962,1.0,1.0,1.0
1.0,1.0,1.0,0.91091954023,0.999305555556
1.0,0.992358205486,1.0,1.0,1.0
0.994047619048,0.998168498168,1.0,0.994949494949,0.994791666667
0.989523404096,0.998366013072,1.0,1.0,0.994791666667
0.999449944994,1.0,0.99944812362,0.999366286439,0.998281786942
0.988630966733,0.998316498316,1.0,1.0,1.0
0.995098039216,0.961805555556,1.0,0.999391727494,1.0
1.0,1.0,1.0,0.999411071849,0.999488752556
1.0,0.970634920635,1.0,1.0,1.0
0.995238095238,0.998470948012,1.0,1.0,1.0
0.991666666667,1.0,1.0,1.0,0.943969610636
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.998765432099,1.0,0.999491869919
1.0,0.999499499499,1.0,1.0,0.994424412393
1.0,1.0,0.979166666667,0.998783454988,0.982070707071
0.995614035088,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.996124031008,1.0
1.0,0.972222222222,0.998896247241,0.965787666814,0.995833333333
0.999563699825,0.99961508853,1.0,0.966666666667,1.0
0.999598393574,1.0,1.0,1.0,1.0
1.0,0.999625468165,0.982949308756,0.996124031008,0.99507585282
1.0,0.97619047619,1.0,1.0,0.992424242424
0.98943236715,0.998917748918,0.997611342272,1.0,1.0
0.999634502924,0.999646142958,1.0,0.999581239531,0.998977505112
0.999280057595,1.0,0.999643874644,1.0,1.0
1.0,0.99593495935,0.999264277389,1.0,0.992753623188
0.999616858238,0.99898989899,0.999036608863,1.0,1.0
0.996453900709,1.0,0.999666666667,0.999277731079,0.999665327979
0.99962797619,0.999007936508,0.999670619236,1.0,0.996296296296
1.0,0.99580596485,1.0,0.999624624625,0.999677002584
1.0,0.97619047619,1.0,1.0,1.0
1.0,0.97557319224,1.0,0.999272197962,0.999094202899
1.0,0.993522468233,0.880875220459,1.0,1.0
0.996453900709,0.999700777977,0.999698613623,0.996598639456,0.999347281763
0.971885521886,0.999029203012,0.998469513615,1.0,0.996733087864
0.999158249158,0.992906412129,0.998341625207,0.989701848539,0.994152046784
0.984421410651,0.993497022116,0.969017094017,1.0,0.991328896955
0.994444444444,0.997806124569,0.969077568134,0.999346405229,0.997126436782
0.999679487179,0.97619047619,0.966475095785,0.999390699603,0.997126436782
0.97559768122,1.0,0.966067273452,0.975871191388,0.996361910788
0.988078429793,1.0,0.968972807702,0.998946880307,0.991026790717
0.994374120387,1.0,0.972222222222,0.997023809524,0.996901917199
1.0,0.97619047619,0.941802001091,0.978859729896,0.983333333333
1.0,0.999398315283,0.972222222222,1.0,0.980243924312
0.993940877774,1.0,0.972222222222,0.991048808371,0.99036205847
1.0,0.994397539724,0.973316912972,0.997175141243,0.996668447039
0.991506085193,1.0,0.974116161616,0.999159080499,0.994444444444
0.994817455602,1.0,0.979166666667,0.999708624709,0.997267759563
0.999752720079,0.99696969697,0.978923357664,0.999712643678,0.997395833333
0.997067806483,1.0,0.958333333333,0.997354497354,0.997192943111
0.998833054689,1.0,0.979166666667,0.982811911625,1.0
0.997311827957,1.0,0.979166666667,0.980729166667,0.997474747475
0.99976426214,0.999356499356,0.976478494624,1.0,0.983585858586
0.996698483264,1.0,0.95564516129,0.996776423452,0.998908625885
0.9969449052,0.998850479607,0.995495495495,1.0,0.994792100948
0.962184762532,0.994871794872,0.995007974482,0.983333333333,0.983660130719
0.999111881527,0.982323232323,0.978340875612,1.0,0.986111111111
0.997079598605,0.988285877373,0.96214356571,0.955050637156,0.994736994931
0.99836178488,0.995024875622,0.980886243386,0.982235397453,1.0
0.982899305556,0.997298015592,1.0,0.983333333333,0.994152984674
0.982903225806,0.997584541063,0.999417249417,0.983333333333,0.999417249417
0.999759152216,0.961006775773,1.0,0.94663576345,0.996620881836
0.99765258216,0.96924268278,0.996716974014,0.981018518519,0.995305164319
1.0,0.982357046492,0.999760879962,0.981018518519,0.997412774006
0.945640776744,0.999793217535,0.984848484848,0.982918739635,0.994751454463
0.997716894977,0.936684847024,0.997572775728,0.984848484848,0.997685185185
0.999769479023,0.997777777778,1.0,0.978777501038,1.0
1.0,0.98565386374,0.999798224374,0.982596232596,0.985465954027
